Masked ID,Started on,Completed,Grade/40,Q. 1 /5,Q. 2 /2,Q. 3 /5,Q. 4 /1,Q. 5 /1,Q. 6 /1,Q. 7 /1,Q. 8 /1,Q. 9 /1,Q. 10 /1,Q. 11 /1,Q. 12 /1,Q. 13 /1,Q. 14 /1,Q. 15 /1,Q. 16 /1,Q. 17 /1,Q. 18 /1,Q. 19 /1,Q. 20 /1,Q. 21 /1,Q. 22 /1,Q. 23 /1,Q. 24 /1,Q. 25 /1,Q. 26 /1,Q. 27 /1,Q. 28 /1,Q. 29 /1,Q. 30 /1,Q. 31 /1
526755,5/3/20 17:48,5/3/20 18:27,29,4,2,5,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0
368321,5/3/20 20:25,6/3/20 0:09,27,4,2,4,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
601852,5/3/20 21:11,5/3/20 22:17,19,5,1,4,1,1,1,1,0,0,0,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,1,0,1,0,0,1
490964,6/3/20 12:57,6/3/20 13:28,26,5,2,5,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,-,-,-,-,0,0,1,0,0,1
436103,6/3/20 13:47,6/3/20 14:02,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-
547922,6/3/20 14:17,9/3/20 22:22,29,4,1,4,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-,-,0
518114,8/3/20 22:05,10/3/20 0:15,31,3,2,5,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,-,-,-,1,1,0,1,1,1
429649,9/3/20 20:27,9/3/20 20:39,15,5,2,4,1,1,1,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
429649,9/3/20 20:41,9/3/20 20:44,18,5,2,5,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
429649,9/3/20 20:46,9/3/20 21:01,21,5,2,5,1,1,1,1,1,1,0,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,1,1,1
